last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_total_pa,p_ab,p_total_hits,p_single,p_double,p_triple,p_home_run,p_strikeout,p_walk,p_k_percent,p_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,isolated_power,p_earned_run,p_run,p_save,p_blown_save,p_out,p_win,p_loss,p_wild_pitch,p_balk,p_shutout,p_era,p_opp_batting_avg,p_opp_on_base_avg,p_total_stolen_base,p_pickoff_attempt_1b,p_pickoff_attempt_2b,p_pickoff_attempt_3b,p_pickoff_1b,p_pickoff_2b,p_pickoff_3b,p_lob,p_rbi,p_stolen_base_2b,p_stolen_base_3b,p_stolen_base_home,p_quality_start,p_walkoff,p_run_support,p_ab_scoring,p_automatic_ball,p_ball,p_called_strike,p_catcher_interf,p_caught_stealing_2b,p_caught_stealing_3b,p_caught_stealing_home,p_complete_game,p_defensive_indiff,p_foul,p_foul_tip,p_game_finished,p_game_in_relief,p_gnd_into_dp,p_gnd_into_tp,p_gnd_rule_double,p_hit_by_pitch,p_hit_fly,p_hit_ground,p_hit_line_drive,p_hit_into_play,p_hit_scoring,p_hold,p_intent_ball,p_intent_walk,p_missed_bunt,p_out_fly,p_out_ground,p_out_line_drive,p_passed_ball,p_pickoff_error_1b,p_pickoff_error_2b,p_pickoff_error_3b,p_pitchout,p_relief_no_out,p_sac_bunt,p_sac_fly,p_starting_p,p_swinging_strike,p_unearned_run,p_total_ball,p_total_bases,p_total_caught_stealing,p_total_pickoff,p_total_pickoff_attempt,p_total_pickoff_error,p_total_pitches,p_total_sacrifices,p_total_strike,p_total_swinging_strike,p_inh_runner,p_inh_runner_scored,p_beq_runner,p_beq_runner_scored,p_reached_on_error,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,bacon,xbacon,xbadiff,xslgdiff,wobadif,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,fastball_avg_break_x,fastball_avg_break_z,fastball_avg_break,fastball_range_speed,n_breaking_formatted,breaking_avg_speed,breaking_avg_spin,breaking_avg_break_x,breaking_avg_break_z,breaking_avg_break,breaking_range_speed,n_offspeed_formatted,offspeed_avg_speed,offspeed_avg_spin,offspeed_avg_break_x,offspeed_avg_break_z,offspeed_avg_break,offspeed_range_speed,
Davies, Zach,605200,2021,28,27,131.1,580,501,131,76,33,1,21,102,64,17.6,11.0,.261,.457,.345,.802,.196,73,77,0,0,394,6,10,0,0,0,5.00,.261,,5,42,0,0,2,0,0,106,70,5,0,0,5,0,0,142,4,807,376,1,1,0,0,0,0,336,14,0,0,12,0,2,5,27,41,63,408,35,0,0,1,0,66,147,40,0,0,0,0,0,0,8,1,27,220,4,871,229,1,2,42,0,2220,9,1349,206,0,0,0,0,2,.282,.462,.349,.365,.369,.180,.380,.402,.328,.354,-0.021,-0.005,-0.016,90,10.4,33.6,36,8.8,6.9,26.5,20.8,30.6,6.1,43.9,67.2,14.7,26.6,37.4,62.1,127,340,57.6,1278,83.8,4.5,734,1326,160,2220,84.2,93,633,42.4,942,47.2,1047,22.6,43.8,40.4,39.7,19.9,408,53.6,46.1,188,23.3,95,25.2,103,5.4,22,R,2220,,,,,,,,,,,,,,,33.1,78.3,1689,-13.8,-36.7,16.1,1.2,7.2,74.2,2444,9.4,-59.4,13.7,1.6,52.2,87.9,2014,-14.5,-22.7,19.4,1.2,7.6,86.4,2084,-4.8,-23.7,13.8,1.2,,,,,,,,,,,,,,,59.7,87.7,2023,-13.3,-22.8,18.7,1.3,7.2,74.2,2444,9.4,-59.4,13.7,1.6,33.1,78.3,1689,-13.8,-36.7,16.1,1.2,
Musgrove, Joe,605397,2021,29,26,148.1,602,542,108,71,18,3,16,169,39,28.1,6.5,.199,.332,.269,.601,.133,47,51,0,0,445,9,8,2,0,2,2.85,.199,,6,79,0,0,0,0,0,108,49,5,1,0,13,0,0,117,4,725,446,0,1,0,0,2,0,384,23,1,1,9,0,0,15,28,35,45,379,23,0,0,2,9,64,143,34,0,0,0,0,0,0,3,3,25,336,4,812,180,1,0,79,0,2372,6,1560,313,0,0,0,0,1,.225,.353,.265,.288,.294,.127,.324,.360,.287,.325,-0.026,-0.021,-0.023,87.2,11.1,32.5,22,5.8,4.5,28,24,33,4.2,34.6,62.9,18.9,31.6,51.8,46.6,198,382,51,1209,60.2,7,130,1015,1227,2372,79.9,138,732,49,1163,41.5,984,30.2,47,38.8,38.5,22.7,379,60.8,47,178,25.1,95,20.8,79,7.1,27,R,2372,19.1,93.2,2588,-5.4,-18.7,14,1.2,28.4,84,2772,14,-40.4,14.2,1.2,5.5,87,2068,-9.5,-31.6,11,1.5,23.4,82,2788,11,-54.6,17.6,1.2,5.1,93.1,2467,-10.7,-24.5,13.2,1.2,18.5,90.4,2630,1.7,-24.9,8.8,1.4,,,,,,,,,,,,,,,42.8,92,2592,-2.9,-22.1,11.7,2,51.7,83.1,2779,12.6,-46.9,15.7,1.7,5.5,87,2068,-9.5,-31.6,11,1.5,
Nola, Aaron,605400,2021,28,26,148.2,613,568,131,81,25,4,21,181,33,29.5,5.4,.231,.400,.281,.680,.169,71,73,0,0,446,7,7,0,1,1,4.30,.231,,7,104,2,0,0,0,0,96,67,7,0,0,10,0,0,124,4,768,439,0,1,0,0,1,0,463,25,0,0,12,0,0,8,28,37,66,391,30,0,0,1,1,74,122,32,1,0,0,0,0,0,2,2,26,341,2,799,227,1,0,106,0,2443,4,1644,316,0,0,0,0,8,.223,.374,.293,.285,.275,.151,.388,.375,.337,.326,.008,.026,.008,88.7,13.9,33.2,28,7.2,4.9,26.9,28.9,28.4,3.6,36.6,66.7,20.4,31,46.2,53.5,171,370,48.8,1192,72.5,7.4,503,1266,674,2443,78.6,170,835,51.2,1251,44.9,1097,28.3,49.3,43.2,36.3,20.5,391,66.1,40.7,159,26.6,104,25.1,98,7.7,30,R,2443,38.6,92.8,2184,-13.1,-17.7,19.4,1.4,,,,,,,,20.6,85.1,1507,-15,-35.9,15.4,1.3,27.6,78.4,2523,14.7,-55.3,18,1.3,12,91.8,2118,-17.4,-23.8,19.5,1.5,1.2,86.4,2179,1.2,-28.5,8.4,1.4,,,,,,,,,,,,,,,51.8,92.4,2169,-13.8,-19.4,19.2,1.8,27.6,78.4,2523,14.7,-55.3,18,1.3,20.6,85.1,1507,-15,-35.9,15.4,1.3,
Woodruff, Brandon,605540,2021,28,25,151.1,592,544,103,75,13,2,13,177,37,29.9,6.3,.189,.292,.247,.539,.103,40,43,0,0,454,8,7,2,0,0,2.38,.189,,2,19,3,0,0,0,0,100,39,2,0,0,17,0,0,106,0,736,406,0,4,1,0,0,0,494,32,0,0,10,0,0,6,18,24,60,372,15,0,0,0,0,60,143,39,1,0,0,0,0,0,3,2,25,327,3,764,159,5,0,22,0,2371,5,1607,295,0,0,0,0,7,.219,.324,.240,.269,.275,.106,.302,.348,.279,.323,-0.030,-0.032,-0.029,85.4,9.6,34.7,18,4.8,4.6,25.3,25,32.8,7.5,29.8,68.5,22.1,31.2,39.7,60.1,140,353,47.8,1133,78,8.6,315,1449,607,2371,77.1,187,848,52.2,1238,43.6,1033,27.2,50.7,30.6,41.9,27.4,372,65.5,44.9,167,21.5,80,26.6,99,7,26,R,2371,33.2,96.6,2358,-6.1,-12.7,17.8,1.2,9.1,86.3,2556,3.9,-39.8,5.6,1.4,13.3,86.5,1882,-14.4,-29.9,16.1,1.4,16.5,83.7,2653,4.7,-51.8,13.8,1.8,28,96.3,2291,-14,-16.8,19,1.2,,,,,,,,,,,,,,,,,,,,,,61.1,96.5,2327,-9.7,-14.5,18.3,1.2,25.6,84.6,2619,4.4,-47.6,10.9,2.2,13.3,86.5,1882,-14.4,-29.9,16.1,1.4,
Giolito, Lucas,608337,2021,27,26,154.0,618,569,126,72,25,4,25,175,43,28.3,7.0,.221,.411,.277,.688,.190,63,67,0,0,462,9,9,8,0,0,3.68,.221,,10,24,3,0,2,0,0,94,58,9,1,0,14,0,0,115,4,804,371,0,1,0,0,1,0,461,29,0,0,14,0,1,2,30,27,69,398,25,0,0,1,0,75,109,41,0,0,0,0,0,0,1,3,26,422,4,873,234,1,2,27,0,2528,4,1655,393,0,0,0,0,3,.220,.366,.295,.281,.276,.145,.381,.360,.317,.316,.001,.045,.014,88.3,19.1,37.7,29,7.3,7.5,24.9,29.9,24.9,5,35.4,71.5,25.2,29,52.7,47.3,188,357,48.7,1231,77.3,8.9,822,1123,583,2528,74.4,234,927,51.3,1297,41.3,1043,32.9,50.8,43.5,34.4,22.1,398,60.5,34.2,136,27.1,108,27.6,110,11.1,44,R,2528,44.4,93.9,2358,-6.9,-12,20.4,1.3,20.2,85.6,2042,2.5,-32.2,6.2,1.5,32.5,81.5,1485,-10.2,-28.3,16.6,1.2,2.8,80.9,2392,6.5,-52,12.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,93.9,2358,-6.9,-12,20.4,1.3,23.1,85.1,2085,3,-34.6,7,2.3,32.5,81.5,1485,-10.2,-28.3,16.6,1.2,
Irvin, Cole,608344,2021,27,25,144.1,611,566,149,110,27,0,12,97,31,15.9,5.1,.263,.375,.309,.684,.112,59,66,0,0,433,9,12,2,0,0,3.68,.263,,2,22,1,0,0,1,0,109,57,2,0,0,13,0,0,124,0,629,337,1,0,1,0,0,0,424,21,0,0,16,0,1,9,20,48,81,473,36,0,0,0,3,107,127,54,0,0,0,0,0,0,2,2,25,207,7,674,212,1,1,23,0,2123,4,1449,186,0,0,0,0,6,.274,.423,.300,.329,.324,.149,.328,.366,.316,.333,-0.011,-0.048,-0.029,89.5,16.6,34.9,31,6.6,6.8,27.3,29.8,26,3.6,39.1,72.5,15.1,29.5,28.3,70.6,83,293,46.8,993,83.5,8.6,495,1272,356,2123,84.2,124,819,53.2,1130,45.9,974,18.6,52.4,30.9,42.1,27.1,473,66.8,37,175,27.3,129,28.8,136,7,33,L,2123,41.1,90.7,1957,8.1,-16.8,18.4,1.7,13.8,82.9,1994,-2.7,-37.7,4.2,1.7,23.3,84.1,1584,12.7,-29.7,15.8,1.3,3,76.8,2053,-3.8,-52.4,7.6,1.9,18.8,90.4,1883,14.2,-21,19,1.5,,,,,,,,,,,,,,,,,,,,,,59.9,90.6,1934,10,-18.1,18.6,1.6,16.8,81.8,2004,-2.9,-40.3,4.8,3,23.3,84.1,1584,12.7,-29.7,15.8,1.3,
Marquez, German,608566,2021,26,25,141.0,589,530,126,83,27,1,15,149,51,25.3,8.7,.238,.377,.304,.681,.139,67,69,0,0,423,10,9,10,0,0,4.28,.238,,8,50,0,0,0,0,0,99,62,6,1,1,15,0,0,135,12,703,342,1,2,1,0,2,0,339,16,0,0,13,0,1,2,26,38,62,386,30,0,0,3,1,52,168,25,0,1,0,0,0,0,5,0,25,295,2,774,200,3,0,50,1,2158,5,1384,279,0,0,0,0,4,.238,.364,.289,.298,.306,.127,.347,.360,.316,.329,-0.010,-0.002,-0.009,88.2,5.1,32.4,18,4.4,6.1,27.8,16,38.3,6.6,37.1,69.2,17,27,58.5,38.8,175,299,49.3,1109,76,8.7,45,1157,1048,2250,81.3,134,790,50.7,1141,40.9,921,28.4,48.4,39.6,40,20.4,407,59.6,53.6,218,19.9,81,23.1,94,3.4,14,R,2250,44.1,94.9,2082,-5.5,-18.8,12.7,1.5,28.4,86.2,2428,1.5,-35.4,3.1,1.8,2,86.1,1676,-10.9,-28.7,14,2,18.2,85.1,2691,4.4,-40.5,6,2,7.3,94.1,2062,-12.4,-20.7,16.2,1.5,,,,,,,,,,,,,,,,,,,,,,51.4,94.8,2079,-6.5,-19.1,13.2,1.5,46.6,85.7,2531,2.7,-37.4,4.2,2,2,86.1,1676,-10.9,-28.7,14,2,
Buehler, Walker,621111,2021,27,26,169.0,656,601,113,76,21,1,15,178,42,27.1,6.4,.188,.301,.244,.545,.113,38,42,0,0,507,13,2,5,0,0,2.02,.188,,12,44,0,0,1,0,0,116,38,10,2,0,23,0,0,114,8,812,461,0,3,0,0,0,0,485,36,0,0,14,0,1,5,21,34,58,431,16,0,0,2,2,85,163,35,1,0,0,0,0,0,5,3,26,337,4,846,181,3,1,44,0,2573,8,1727,301,0,0,0,0,5,.209,.327,.241,.263,.265,.118,.293,.327,.265,.295,-0.021,-0.026,-0.022,88.1,11.9,28.8,29,6.7,5.6,21.3,26.2,32.9,6.7,35.7,67.6,17.5,29.7,48.5,49.3,180,371,48.6,1250,77.5,7.9,89,1789,695,2573,81.9,157,895,51.4,1323,43.6,1121,26.6,49.2,34.8,42.5,22.7,431,65.4,45.7,197,25.3,109,21.6,93,7.4,32,R,2573,45.8,95.4,2499,-3,-11.7,18.7,1.2,13.6,85.1,2824,14,-36.9,14.4,1.5,3.5,91.8,1547,-12.9,-26.7,14.3,1.4,13.4,80.2,2901,10.7,-57.9,18.6,1.4,7.4,95.4,2373,-13.3,-16.1,19.4,1.3,16.3,91.7,2641,6,-23.5,11,1.3,,,,,,,,,,,,,,,69.5,94.5,2519,-2,-14.9,16.9,2.1,27,82.7,2862,12.4,-47.3,16.5,3,3.5,91.8,1547,-12.9,-26.7,14.3,1.4,
Berrios, Jose,621244,2021,27,25,146.0,603,546,127,79,29,2,17,151,40,25.0,6.6,.233,.386,.295,.682,.153,60,67,0,0,438,8,7,3,0,0,3.70,.233,,1,62,17,1,1,2,0,107,62,1,0,0,10,1,0,143,0,758,441,0,4,0,0,1,0,440,23,0,0,15,0,1,11,25,32,69,401,32,0,0,0,0,70,139,39,0,2,0,0,0,0,2,4,25,257,7,815,211,4,3,80,2,2359,6,1544,234,0,0,0,0,4,.243,.404,.297,.315,.308,.161,.358,.386,.318,.337,-0.010,-0.018,-0.018,88.4,12.6,37.7,34,8.5,6.2,23.2,24.4,31.4,6.2,38.4,63.6,15.7,30.5,38.5,60.9,141,366,50.9,1200,68.3,7.8,321,1312,726,2359,83.9,116,737,49.1,1159,41.8,986,23.3,46.8,40.4,34.7,24.9,401,63.8,42.6,171,23.9,96,27.7,111,5.7,23,R,2359,26.9,94.1,2236,-9.8,-16.4,17.7,1.3,,,,,,,,13.6,85,1519,-13.9,-33.3,15,2,30.8,83.1,2344,14.9,-43.5,15.5,1.6,28.7,93.8,2135,-16.2,-19.9,19.9,1.2,,,,,,,,,,,,,,,,,,,,,,55.6,93.9,2184,-13.1,-18.2,18.8,1.2,30.8,83.1,2344,14.9,-43.5,15.5,1.6,13.6,85,1519,-13.9,-33.3,15,2,
Castillo, Luis,622491,2021,29,27,151.0,652,575,147,101,26,4,16,151,62,23.2,9.5,.256,.398,.331,.730,.142,72,81,0,0,453,7,13,1,1,0,4.29,.256,,4,46,4,0,0,0,0,121,70,3,1,0,14,0,0,152,12,894,367,0,3,0,0,0,0,451,31,0,0,20,0,2,7,25,61,61,432,36,0,0,3,2,46,182,38,0,0,0,0,0,0,7,1,27,362,9,936,229,3,0,50,0,2558,8,1622,331,0,0,0,0,4,.234,.348,.320,.298,.316,.114,.376,.342,.346,.317,.022,.050,.022,88.2,4.3,30.8,21,4.9,3.9,24.1,17.4,43.3,6.3,38.7,71.2,22.3,29.6,42.7,56.8,172,403,53.2,1362,77.1,6.8,747,1345,466,2558,76.8,190,852,46.8,1196,44.3,1134,28.8,49.1,32.4,43.3,24.3,432,58.4,56.3,243,16.9,73,22.9,99,3.9,17,R,2558,28.9,97.1,2318,-11.2,-16.3,17.1,1.4,18.2,86.2,2437,0.4,-37.1,2.9,1.8,29.2,88.1,1968,-16.7,-34.1,16.8,1.6,,,,,,,,23.7,97.2,2140,-17.6,-24.5,18.2,1.4,,,,,,,,,,,,,,,,,,,,,,52.6,97.2,2238,-14.1,-20,17.6,1.4,18.2,86.2,2437,0.4,-37.1,2.9,1.8,29.2,88.1,1968,-16.7,-34.1,16.8,1.6,
Flexen, Chris,623167,2021,27,24,140.0,575,537,145,100,26,5,14,95,28,16.5,4.9,.270,.415,.308,.723,.145,55,57,0,0,420,11,5,2,0,0,3.54,.270,,4,116,3,0,3,0,0,101,56,3,1,0,13,0,0,105,0,710,332,0,1,0,0,0,0,422,23,0,0,19,0,2,4,24,51,70,448,25,0,0,0,1,94,152,33,0,0,0,0,0,0,0,6,24,198,2,767,223,1,3,119,0,2173,6,1406,175,0,0,0,0,1,.258,.416,.311,.313,.299,.157,.349,.352,.324,.313,.012,-0.001,-0.002,89.8,10.5,32.1,26,5.8,6.7,24.3,25.2,33.9,3.6,39.5,71.4,13.3,28.5,30.6,68.8,97,317,51.2,1113,79.6,7,348,1491,334,2173,86.1,101,757,48.8,1060,43.2,938,18.4,49.4,36.2,37.5,26.3,448,62.8,45.3,203,27,121,23.7,106,4,18,R,2173,37.3,92.7,2098,-2,-13.6,18.5,1.4,,,,,,,,16,82.8,1322,-12.3,-30.3,15.6,1.4,15.4,77.2,2702,7.8,-59,15.3,1.9,,,,,,,,31.3,89,2292,5,-27.1,9.1,1.5,,,,,,,,,,,,,,,68.6,91,2186,1.2,-19.8,14.2,2.5,15.4,77.2,2702,7.8,-59,15.3,1.9,16,82.8,1322,-12.3,-30.3,15.6,1.4,
Urias, Julio,628711,2021,25,25,144.2,582,536,120,81,22,0,17,153,32,26.3,5.5,.224,.360,.270,.630,.136,51,57,0,0,434,14,3,2,0,0,3.17,.224,,1,42,0,0,1,0,0,88,51,1,0,0,10,0,0,94,12,616,410,0,3,0,0,0,0,438,24,0,0,8,0,0,5,24,42,54,392,21,0,0,3,1,88,123,31,0,0,0,0,0,0,7,2,25,282,6,653,193,3,1,42,0,2184,9,1531,258,0,0,0,0,3,.230,.375,.274,.285,.279,.145,.345,.362,.312,.320,-0.006,-0.015,-0.011,86.1,15.1,33.4,23,5.9,4.6,28.1,27.6,25.5,7.9,29.3,66.6,19.5,33,38.8,60.6,127,327,45.4,992,75,8.8,383,1066,735,2184,79.6,155,794,54.6,1192,43.1,942,25.2,51.3,32.7,41.6,25.8,392,70.8,42.1,165,29.1,114,21.7,85,7.1,28,L,2184,48.2,94.2,2491,3.8,-13.4,17.8,1.1,0,83.5,2816,-11.9,-30.7,14.8,,17.5,87.1,1923,14.7,-28.8,16.5,1.4,33.6,81.6,2881,-15.5,-41.9,15.8,1.6,0.6,94.6,2458,9.4,-15.5,17.8,1.4,,,,,,,,,,,,,,,,,,,,,,48.8,94.2,2490,3.9,-13.4,17.8,1.2,33.7,81.6,2881,-15.5,-41.8,15.8,1.6,17.5,87.1,1923,14.7,-28.8,16.5,1.4,
Manaea, Sean,640455,2021,29,26,142.2,603,559,142,95,25,0,22,156,36,25.9,6.0,.254,.417,.305,.722,.163,63,64,0,0,428,8,9,5,1,2,3.97,.254,,2,19,0,0,0,0,0,103,60,0,2,0,12,0,0,108,0,757,402,0,2,0,0,2,0,480,37,0,0,10,0,0,6,31,50,61,405,26,0,0,0,0,67,129,35,0,0,0,0,0,0,1,1,26,335,1,784,233,2,0,19,0,2408,2,1624,298,0,0,0,0,3,.245,.406,.313,.309,.299,.161,.394,.388,.351,.341,.009,.011,.004,90,12.7,34.3,32,7.9,7.4,24.7,23.7,31.4,4.9,41.5,70.4,22.2,26.9,44,56,129,293,45.2,1089,80.6,9,636,1412,360,2408,77.6,206,929,54.8,1319,42.5,1024,27.4,50.7,38,37.8,24.2,405,66,44.2,179,24.2,98,24.2,98,7.4,30,L,2408,,,,,,,,,,,,,,,26.4,84.5,1380,12.1,-31.7,14.2,2,15,82.2,2017,-5.1,-38,6.7,2.9,58.6,92,1987,13.5,-20.1,18.5,1.7,,,,,,,,,,,,,,,,,,,,,,58.6,92,1987,13.5,-20.1,18.5,1.7,15,82.2,2017,-5.1,-38,6.7,2.9,26.4,84.5,1380,12.1,-31.7,14.2,2,
Keller, Brad,641745,2021,26,26,133.2,613,532,158,111,27,2,18,120,64,19.6,10.4,.297,.457,.374,.830,.160,80,89,0,0,401,8,12,5,0,0,5.39,.297,,5,72,2,0,0,0,0,123,80,4,1,0,9,0,0,165,3,780,383,0,4,0,0,0,0,388,19,0,0,17,0,0,7,33,58,66,422,43,0,0,1,2,55,149,35,0,0,0,0,0,0,1,9,26,234,9,913,243,4,0,74,0,2348,10,1435,215,0,0,0,0,6,.288,.498,.359,.378,.371,.210,.406,.434,.375,.370,.009,-0.041,-0.019,90,7.9,37,46,10.9,5.7,26.3,16.4,36.3,4.5,45,67.1,14.3,24.4,42.1,56.5,126,299,52.2,1225,77.1,7.1,144,1386,818,2348,85.1,108,753,47.8,1123,41.1,966,22.2,44.8,35.5,37.9,26.5,422,59.4,49.1,207,22.3,94,24.9,105,3.8,16,R,2348,29.8,94.2,2325,1,-16.7,14.2,1.5,34.8,86.1,2582,6.1,-40.6,7.5,1.4,6.1,90,2001,-12.4,-24.3,15.7,1.2,,,,,,,,29.3,93.7,2182,-10.8,-21.5,14.5,1.3,,,,,,,,,,,,,,,,,,,,,,59,93.9,2254,-4.9,-19.1,14.4,1.4,34.8,86.1,2582,6.1,-40.6,7.5,1.4,6.1,90,2001,-12.4,-24.3,15.7,1.2,
Mahle, Tyler,641816,2021,27,26,141.1,595,529,122,72,28,2,20,168,47,28.2,7.9,.231,.405,.301,.705,.174,58,60,0,0,424,10,4,3,0,0,3.69,.231,,1,20,1,0,0,0,0,110,52,1,0,0,8,0,0,133,0,868,439,0,1,0,1,0,0,430,35,0,0,7,0,2,10,31,33,58,370,24,0,0,0,0,62,126,25,3,0,0,0,0,0,7,2,26,340,2,930,214,2,0,21,0,2512,9,1582,305,0,0,0,0,0,.225,.363,.309,.297,.301,.138,.390,.372,.336,.330,.006,.042,.012,88.5,14.4,33.8,27,7.3,4.3,27.3,27.3,28.9,4.6,34.6,67.1,23.4,25.6,45.2,54.8,151,334,52,1307,80.9,6.1,369,1317,826,2512,76.3,189,809,48,1205,44.9,1128,29.7,45.5,40.3,32.4,27.3,370,64.2,43,159,25.9,96,22.7,84,8.4,31,R,2512,52.4,94.1,2350,-12.1,-13.7,21.1,1.6,32.9,86.9,2529,2.7,-28.8,8.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,86.4,1857,-14.6,-28.4,17,1.9,,,,,,,,52.4,94.1,2350,-12.1,-13.7,21.1,1.6,32.9,86.9,2529,2.7,-28.8,8.1,2.1,14.7,86.4,1857,-14.6,-28.4,17,1.9,
Alcantara, Sandy,645261,2021,26,27,165.1,676,616,138,90,30,1,17,158,47,23.4,7.0,.224,.359,.284,.643,.135,60,69,0,0,496,8,12,6,0,0,3.27,.224,,11,37,8,0,0,1,0,123,61,11,0,0,19,1,0,141,3,758,364,0,3,0,0,1,0,505,34,0,0,19,0,3,7,30,51,57,464,36,0,0,2,1,69,198,37,3,0,0,0,0,0,4,2,27,361,9,816,221,3,1,45,0,2517,6,1701,327,0,0,0,0,10,.227,.354,.281,.285,.289,.127,.331,.336,.300,.304,-0.003,.005,-0.004,87.2,4.7,29.1,27,5.8,6,22.2,20,40.1,5.8,38.8,71.6,19.6,33.1,44.4,54.6,178,401,48.1,1210,80.7,8.2,637,1231,649,2517,80.1,183,936,51.9,1307,43.1,1085,27,53.1,39.2,38.6,22.2,464,62,53.7,249,21.6,100,20.3,94,4.5,21,R,2517,21,98,2250,-10.4,-14.8,17.3,1.4,22.6,90.3,2364,-1.3,-30.1,4.7,1.8,25.3,91.7,1999,-15.9,-29.3,16.4,1.3,3.1,83.7,2396,3.8,-42.9,5.8,1.8,27.9,97.5,2332,-17.1,-21.4,18.8,1.4,,,,,,,,,,,,,,,,,,,,,,48.9,97.7,2297,-14.2,-18.6,18.2,1.4,25.8,89.5,2368,-0.7,-31.7,4.8,3,25.3,91.7,1999,-15.9,-29.3,16.4,1.3,
Cease, Dylan,656302,2021,26,26,137.2,587,516,115,78,18,2,17,177,54,30.2,9.2,.223,.364,.303,.668,.141,60,64,0,0,413,10,6,12,2,1,3.92,.223,,16,61,1,0,0,0,0,106,58,16,0,0,9,0,0,149,0,857,377,0,1,1,0,1,0,402,30,0,0,5,0,4,9,33,28,54,347,25,0,0,0,0,78,91,24,3,1,0,0,0,0,1,7,26,381,4,927,188,2,0,62,1,2437,8,1510,351,0,0,0,0,2,.209,.361,.294,.295,.295,.152,.371,.372,.332,.317,.014,.003,-0.001,88.6,18.5,35.7,34,9.8,6.6,23.1,30.5,25.1,4.9,36,66.8,24.9,28.4,52.1,47.9,190,365,52.8,1287,72.2,6.5,206,1134,1097,2437,74.7,191,768,47.2,1150,39.8,971,33.6,46.5,33.4,38,28.5,347,57.4,34,118,33.7,117,23.1,80,9.2,32,R,2437,46.5,96.5,2541,-4.6,-10.7,19.4,1.4,30,85.6,2877,7.1,-38.4,7.8,1.5,8.5,78.1,1634,-7.4,-29.3,17.3,2.6,15.1,79.8,2752,5.4,-61.9,19.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,96.5,2541,-4.6,-10.7,19.4,1.4,45,83.7,2835,6.5,-46.3,11.6,3.5,8.5,78.1,1634,-7.4,-29.3,17.3,2.6,
Burnes, Corbin,669203,2021,27,22,133.0,524,490,100,79,13,3,5,180,26,34.4,5.0,.204,.273,.250,.523,.069,34,36,0,0,399,8,4,4,0,0,2.30,.204,,16,39,0,0,0,0,0,82,31,14,1,1,14,0,0,99,0,653,369,0,1,0,0,0,0,309,29,0,0,9,0,1,5,15,45,39,313,27,0,0,0,7,50,115,26,2,0,0,0,0,0,0,3,22,361,2,690,134,1,0,39,0,2053,3,1363,332,0,0,0,0,3,.177,.246,.233,.214,.226,.068,.321,.290,.319,.279,.027,.027,.019,85.5,8.4,29.1,8,2.6,4.5,22,27.5,38,5.1,30.4,63.7,22.8,35,58,40.9,221,381,53.1,1090,75.5,6.8,199,1306,548,2053,76,140,613,46.9,963,42.1,864,36.3,48.4,37.1,38.3,24.6,313,63,51.1,160,21.7,68,21.1,66,6.1,19,R,2053,1.8,96.3,2600,-5.8,-15.6,15,1.4,9.4,87.8,2858,7.5,-35.3,8.1,1.6,9.7,90.6,1844,-13.9,-25.7,16.3,1.3,17.3,81.1,2871,11.3,-49.6,14.1,1.5,9.4,96.7,2556,-11.7,-17.1,17,1.2,52.4,95.1,2767,4.2,-18.8,12.2,1.4,,,,,,,,,,,,,,,63.6,95.4,2731,1.5,-18.4,13,1.5,26.7,83.4,2866,9.9,-44.6,12,3.8,9.7,90.6,1844,-13.9,-25.7,16.3,1.3,